studentid,cohorttermindex,pathway,creditsearned,collegecreditsearned,collegecreditsattempted
89275,5,1,12,12,15
89275,6,1,3,3,3
89276,1,2,3,3,3
89276,2,2,3,3,3
89276,3,2,15,15,15
89276,4,100,,,
89276,5,100,,,
89276,6,100,,,
89281,1,1,3,3,6
89281,2,1,3,3,3
89281,3,100,,,
89281,4,100,,,
89281,5,100,,,
89281,6,100,,,
89284,1,1,9,9,9
89284,2,1,12,12,12
89284,3,1,6,6,6
89284,4,1,12,12,12
89284,5,1,6,6,6
89284,6,1,3,3,3
89287,1,4,3,3,3
89287,2,4,12,12,15
89287,3,99,,,
89287,4,99,,,
89287,5,99,,,
89287,6,99,,,
89289,1,2,9,9,12
89289,2,2,15,15,15
89289,3,2,15,15,15
89289,4,2,6,6,6
89289,5,2,6,6,6
89289,6,2,9,9,9
89296,1,4,3,0,0
89296,2,99,,,
89296,3,99,,,
89296,4,99,,,
89296,5,99,,,
89296,6,99,,,
89301,1,4,15,15,15
89301,2,99,,,
89301,3,99,,,
89301,4,99,,,
89301,5,99,,,
89301,6,99,,,
89304,1,1,9,9,9
89304,2,1,9,9,9
89304,3,1,15,15,15
89304,4,1,3,3,3
89304,5,1,3,3,6
89304,6,100,,,
89310,1,4,6,6,6
89310,2,4,12,12,12
89310,3,4,3,3,3
89310,4,99,,,
89310,5,99,,,
89310,6,99,,,
89311,1,1,18,12,12
89311,2,1,18,18,21
89311,3,101,,,
89311,4,101,,,
89311,5,101,,,
89311,6,101,,,
89315,1,1,9,9,9
89315,2,1,3,3,6
89315,3,1,9,9,9
89315,4,1,3,3,3
89315,5,1,15,15,18
89315,6,100,,,
89319,1,2,12,12,12
89319,2,2,12,12,15
89319,3,2,15,15,18
89319,4,2,3,3,3
89319,5,99,,,
89319,6,99,,,
89323,1,3,15,15,15
89323,2,3,9,9,9
89323,3,3,15,15,15
89323,4,3,9,9,9
89323,5,3,9,9,9
89323,6,99,,,
89326,1,4,12,9,9
89326,2,4,15,15,15
89326,3,4,6,6,6
89326,4,4,6,6,6
89326,5,4,12,12,15
89326,6,99,,,
89338,1,2,15,15,15
89338,2,2,3,3,3
89338,3,2,3,3,3
89338,4,2,12,12,15
89338,5,2,6,6,9
89338,6,99,,,
89342,1,3,15,15,15
89342,2,3,15,15,15
89342,3,3,9,9,9
89342,4,3,12,12,12
89342,5,4,9,6,6
89342,6,101,,,
89343,1,4,12,12,12
89343,2,4,6,6,6
89343,3,4,6,6,6
89343,4,4,6,6,6
89343,5,100,,,
89343,6,100,,,
89346,1,3,3,3,3
89346,2,3,12,12,12
89346,3,3,3,3,3
89346,4,3,3,3,3
89346,5,3,3,3,3
89346,6,99,,,
89349,1,1,15,15,15
89349,2,1,15,15,15
89349,3,1,18,18,18
89349,4,1,12,12,12
89349,5,101,,,
89349,6,101,,,
89353,1,2,12,12,12
89353,2,2,6,6,6
89353,3,2,12,12,15
89353,4,2,9,9,12
89353,5,2,15,15,18
89353,6,100,,,
89356,1,3,9,9,9
89356,2,3,6,6,6
89356,3,3,9,9,9
89356,4,2,6,6,6
89356,5,2,9,9,9
89356,6,99,,,
89357,1,1,15,15,15
89357,2,1,3,3,3
89357,3,1,3,3,3
89357,4,1,9,9,9
89357,5,1,6,6,6
89357,6,99,,,
89366,1,4,15,12,12
89366,2,99,,,
89366,3,99,,,
89366,4,99,,,
89366,5,99,,,
89366,6,99,,,
89374,1,1,6,6,6
89374,2,1,3,3,3
89374,3,1,9,9,9
89374,4,99,,,
89374,5,99,,,
89374,6,99,,,
89375,1,1,9,9,9
89375,2,1,6,6,6
89375,3,1,15,15,15
89375,4,99,,,
89375,5,99,,,
89375,6,99,,,
89378,1,3,12,12,12
89378,2,3,15,15,15
89378,3,3,3,3,3
89378,4,99,,,
89378,5,99,,,
89378,6,99,,,
89387,1,2,6,6,6
89387,2,2,9,9,9
89387,3,2,9,9,12
89387,4,2,3,3,3
89387,5,2,12,12,12
89387,6,100,,,
89398,1,2,6,6,6
89398,2,2,9,9,9
89398,3,2,12,12,12
89398,4,2,15,15,15
89398,5,2,6,6,6
89398,6,99,,,
89404,1,2,6,6,6
89404,2,2,3,3,3
89404,3,99,,,
89404,4,99,,,
89404,5,99,,,
89404,6,99,,,
89406,1,4,6,6,9
89406,2,4,12,12,12
89406,3,4,6,6,6
89406,4,4,15,12,15
89406,5,99,,,
89406,6,99,,,
89409,1,1,12,12,12
89409,2,1,3,3,3
89409,3,100,,,
89409,4,100,,,
89409,5,100,,,
89409,6,100,,,
89410,1,4,12,12,12
89410,2,4,3,3,3
89410,3,4,6,6,6
89410,4,99,,,
89410,5,99,,,
89410,6,99,,,
89412,1,1,3,3,3
89412,2,99,,,
89412,3,99,,,
89412,4,99,,,
89412,5,99,,,
89412,6,99,,,
89414,1,2,3,3,3
89414,2,2,6,6,6
89414,3,2,12,12,12
89414,4,2,3,3,3
89414,5,2,12,12,12
89414,6,2,12,12,12
89419,1,3,18,18,18
89419,2,3,18,18,18
89419,3,3,15,12,12
89419,4,3,15,15,18
89419,5,101,,,
89419,6,101,,,
89422,1,3,9,9,9
89422,2,3,9,9,12
89422,3,3,6,6,6
89422,4,3,3,3,3
89422,5,100,,,
89422,6,100,,,
89424,1,1,9,9,9
89424,2,1,15,15,15
89424,3,1,15,15,18
89424,4,1,6,6,6
89424,5,1,12,12,12
89424,6,100,,,
89425,1,4,6,6,6
89425,2,4,12,12,12
89425,3,4,12,12,12
89425,4,4,15,15,15
89425,5,4,15,15,15
89425,6,4,9,9,9
89439,1,1,6,3,3
89439,2,1,6,6,6
89439,3,1,12,12,12
89439,4,1,15,15,15
89439,5,1,15,15,15
89439,6,99,,,
89441,1,4,3,3,3
89441,2,4,6,6,6
89441,3,4,12,9,9
89441,4,4,12,12,15
89441,5,4,6,6,9
89441,6,4,15,15,15
89442,1,1,6,3,3
89442,2,1,15,15,15
89442,3,1,15,15,15
89442,4,1,15,15,15
89442,5,100,,,
89442,6,100,,,
89444,1,1,12,12,12
89444,2,1,9,9,9
89444,3,1,12,12,12
89444,4,1,12,12,12
89444,5,100,,,
89444,6,100,,,
89451,1,2,18,12,12
89451,2,2,15,15,15
89451,3,2,15,15,15
89451,4,2,15,15,15
89451,5,101,,,
89451,6,101,,,
89471,1,1,12,12,12
89471,2,1,15,15,15
89471,3,1,6,6,6
89471,4,1,12,12,15
89471,5,1,9,9,9
89471,6,1,12,12,12
89491,1,2,15,15,15
89491,2,2,6,6,6
89491,3,2,3,3,3
89491,4,2,9,9,9
89491,5,2,9,9,12
89491,6,100,,,
89494,1,1,15,15,15
89494,2,1,6,6,6
89494,3,1,12,12,12
89494,4,1,15,15,18
89494,5,1,12,12,12
89494,6,99,,,
89498,1,2,6,6,6
89498,2,2,3,3,6
89498,3,2,3,3,6
89498,4,100,,,
89498,5,100,,,
89498,6,100,,,
89505,1,2,3,3,3
89505,2,2,15,15,18
89505,3,99,,,
89505,4,99,,,
89505,5,99,,,
89505,6,99,,,
89507,1,2,15,15,18
89507,2,2,12,12,12
89507,3,99,,,
89507,4,99,,,
89507,5,99,,,
89507,6,99,,,
89519,1,1,6,3,6
89519,2,1,9,9,9
89519,3,1,12,12,15
89519,4,1,3,3,6
89519,5,1,6,6,6
89519,6,99,,,
89523,1,2,9,9,9
89523,2,2,6,6,6
89523,3,2,6,6,9
89523,4,2,15,12,12
89523,5,99,,,
89523,6,99,,,
89527,1,2,15,15,18
89527,2,2,9,9,12
89527,3,2,9,9,9
89527,4,2,6,6,9
89527,5,99,,,
89527,6,99,,,
89529,1,4,9,9,9
89529,2,4,9,9,9
89529,3,100,,,
89529,4,100,,,
89529,5,100,,,
89529,6,100,,,
89550,1,2,9,9,9
89550,2,2,12,12,12
89550,3,2,6,6,6
89550,4,2,12,12,12
89550,5,2,15,15,18
89550,6,100,,,
89553,1,4,6,6,6
89553,2,4,6,6,9
89553,3,99,,,
89553,4,99,,,
89553,5,99,,,
89553,6,99,,,
89560,1,1,9,9,9
89560,2,1,6,3,3
89560,3,1,6,6,6
89560,4,1,6,6,6
89560,5,1,6,6,6
89560,6,99,,,
89566,1,1,9,9,9
89566,2,1,12,12,12
89566,3,1,15,15,15
89566,4,99,,,
89566,5,99,,,
89566,6,99,,,
89569,1,1,9,6,6
89569,2,1,6,6,6
89569,3,1,9,9,9
89569,4,1,9,9,9
89569,5,99,,,
89569,6,99,,,
89574,1,2,3,3,3
89574,2,2,15,15,15
89574,3,2,6,6,6
89574,4,2,3,3,6
89574,5,2,15,15,15
89574,6,99,,,
89585,1,2,9,9,12
89585,2,2,9,9,9
89585,3,2,9,9,9
89585,4,2,9,9,9
89585,5,99,,,
89585,6,99,,,
89596,1,1,6,6,9
89596,2,1,6,6,6
89596,3,1,15,15,15
89596,4,100,,,
89596,5,100,,,
89596,6,100,,,
89605,1,2,3,3,3
89605,2,2,15,15,18
89605,3,2,9,9,9
89605,4,2,6,3,3
89605,5,99,,,
89605,6,99,,,
89609,1,2,12,12,12
89609,2,2,9,9,9
89609,3,2,9,6,6
89609,4,2,9,9,9
89609,5,99,,,
89609,6,99,,,
89612,1,3,12,9,9
89612,2,3,3,3,3
89612,3,3,9,9,9
89612,4,99,,,
89612,5,99,,,
89612,6,99,,,
89613,1,1,15,15,15
89613,2,1,9,9,9
89613,3,1,15,15,15
89613,4,1,15,15,18
89613,5,1,12,9,9
89613,6,101,,,
89619,1,2,15,15,15
89619,2,2,15,12,12
89619,3,2,15,15,15
89619,4,2,3,3,3
89619,5,2,9,9,9
89619,6,99,,,
89621,1,1,3,0,0
89621,2,1,15,15,15
89621,3,99,,,
89621,4,99,,,
89621,5,99,,,
89621,6,99,,,
89633,1,3,18,18,18
89633,2,3,12,12,12
89633,3,3,15,12,12
89633,4,2,15,15,18
89633,5,2,12,12,12
89633,6,101,,,
89636,1,4,6,6,6
89636,2,4,3,0,0
89636,3,4,9,9,9
89636,4,4,3,3,3
89636,5,4,12,12,12
89636,6,99,,,
89638,1,1,12,9,12
89638,2,1,6,6,6
89638,3,1,9,9,9
89638,4,1,6,6,6
89638,5,99,,,
89638,6,99,,,
89644,1,1,3,3,3
89644,2,1,15,15,15
89644,3,1,6,6,6
89644,4,99,,,
89644,5,99,,,
89644,6,99,,,
89658,1,2,15,15,15
89658,2,2,6,6,6
89658,3,2,6,6,6
89658,4,2,12,12,12
89658,5,2,3,3,3
89658,6,99,,,
89669,1,1,6,6,6
89669,2,1,12,9,12
89669,3,1,12,12,15
89669,4,1,12,12,12
89669,5,1,15,15,15
89669,6,99,,,
89671,1,3,6,6,6
89671,2,3,3,3,3
89671,3,3,6,6,6
89671,4,3,15,15,15
89671,5,3,3,3,6
89671,6,99,,,
89677,1,1,15,15,18
89677,2,1,12,12,12
89677,3,1,15,15,15
89677,4,99,,,
89677,5,99,,,
89677,6,99,,,
89678,1,4,15,15,15
89678,2,99,,,
89678,3,99,,,
89678,4,99,,,
89678,5,99,,,
89678,6,99,,,
89683,1,2,15,15,15
89683,2,2,15,15,15
89683,3,2,15,15,18
89683,4,2,12,12,12
89683,5,100,,,
89683,6,100,,,
89687,1,3,3,3,3
89687,2,3,12,12,12
89687,3,3,6,6,6
89687,4,3,3,0,0
89687,5,99,,,
89687,6,99,,,
89688,1,3,9,9,9
89688,2,3,6,6,9
89688,3,3,3,3,3
89688,4,3,12,12,15
89688,5,3,3,3,3
89688,6,99,,,
89694,1,2,6,6,6
89694,2,2,6,6,6
89694,3,2,15,15,18
89694,4,99,,,
89694,5,99,,,
89694,6,99,,,
89700,1,2,6,6,6
89700,2,99,,,
89700,3,99,,,
89700,4,99,,,
89700,5,99,,,
89700,6,99,,,
89701,1,1,6,6,6
89701,2,1,6,6,6
89701,3,1,9,9,9
89701,4,1,15,15,15
89701,5,1,3,3,3
89701,6,99,,,
89715,1,2,12,12,12
89715,2,2,12,12,12
89715,3,2,9,9,9
89715,4,2,3,3,3
89715,5,99,,,
89715,6,99,,,
89725,1,3,3,3,3
89725,2,3,9,9,9
89725,3,3,3,3,3
89725,4,3,15,15,18
89725,5,100,,,
89725,6,100,,,
89729,1,2,18,18,18
89729,2,2,18,18,21
89729,3,2,18,18,21
89729,4,2,15,15,15
89729,5,101,,,
89729,6,101,,,
89730,1,2,12,9,9
89730,2,2,9,9,9
89730,3,2,9,9,9
89730,4,2,12,12,12
89730,5,2,12,12,12
89730,6,2,9,9,12
89738,1,2,3,3,3
89738,2,2,15,15,15
89738,3,2,12,12,12
89738,4,99,,,
89738,5,99,,,
89738,6,99,,,
89741,1,4,15,15,18
89741,2,4,12,12,12
89741,3,4,12,12,15
89741,4,100,,,
89741,5,100,,,
89741,6,100,,,
89743,1,4,3,3,3
89743,2,4,9,9,12
89743,3,99,,,
89743,4,99,,,
89743,5,99,,,
89743,6,99,,,
89745,1,3,9,9,9
89745,2,3,15,15,15
89745,3,3,15,15,15
89745,4,3,9,9,9
89745,5,4,3,3,3
89745,6,99,,,
89750,1,4,9,6,9
89750,2,4,9,9,9
89750,3,4,9,9,9
89750,4,4,6,6,6
89750,5,4,15,15,15
89750,6,99,,,
89754,1,2,6,6,6
89754,2,2,9,9,9
89754,3,2,6,6,6
89754,4,99,,,
89754,5,99,,,
89754,6,99,,,
89768,1,4,3,3,3
89768,2,4,9,9,9
89768,3,4,3,3,6
89768,4,99,,,
89768,5,99,,,
89768,6,99,,,
89775,1,4,15,15,15
89775,2,4,3,3,6
89775,3,4,6,6,6
89775,4,99,,,
89775,5,99,,,
89775,6,99,,,
89780,1,4,3,3,3
89780,2,4,6,6,9
89780,3,4,12,12,15
89780,4,4,12,12,12
89780,5,4,6,6,6
89780,6,100,,,
89795,1,4,12,12,12
89795,2,4,9,6,6
89795,3,4,12,12,12
89795,4,4,9,9,9
89795,5,99,,,
89795,6,99,,,
89803,1,2,15,15,15
89803,2,2,15,15,15
89803,3,2,12,12,12
89803,4,2,15,15,15
89803,5,2,15,15,15
89803,6,101,,,
89807,1,4,18,15,15
89807,2,4,18,18,21
89807,3,4,12,9,9
89807,4,4,18,18,18
89807,5,101,,,
89807,6,101,,,
89812,1,2,9,9,9
89812,2,2,15,12,12
89812,3,2,15,12,12
89812,4,2,6,6,6
89812,5,2,15,15,18
89812,6,99,,,
89815,1,4,6,6,9
89815,2,4,12,12,12
89815,3,4,3,3,3
89815,4,4,15,12,12
89815,5,4,6,6,6
89815,6,99,,,
89826,1,1,3,3,3
89826,2,1,3,3,3
89826,3,100,,,
89826,4,100,,,
89826,5,100,,,
89826,6,100,,,
89827,1,3,3,3,6
89827,2,3,6,6,6
89827,3,3,15,15,15
89827,4,3,6,6,9
89827,5,3,9,9,9
89827,6,99,,,
89830,1,4,9,9,9
89830,2,99,,,
89830,3,99,,,
89830,4,99,,,
89830,5,99,,,
89830,6,99,,,
89840,1,2,12,12,12
89840,2,2,3,3,3
89840,3,2,15,15,15
89840,4,2,6,6,6
89840,5,100,,,
89840,6,100,,,
89853,1,4,12,12,15
89853,2,4,15,15,15
89853,3,99,,,
89853,4,99,,,
89853,5,99,,,
89853,6,99,,,
89860,1,2,3,3,3
89860,2,2,3,3,3
89860,3,2,15,12,12
89860,4,2,9,9,12
89860,5,99,,,
89860,6,99,,,
89864,1,4,6,6,6
89864,2,4,9,9,9
89864,3,4,3,3,3
89864,4,4,9,9,9
89864,5,4,12,12,12
89864,6,99,,,
89865,1,3,9,9,12
89865,2,3,6,6,6
89865,3,3,12,12,12
89865,4,2,9,9,9
89865,5,2,15,15,15
89865,6,100,,,
89875,1,2,9,9,9
89875,2,2,12,12,12
89875,3,99,,,
89875,4,99,,,
89875,5,99,,,
89875,6,99,,,
89876,1,4,9,9,12
89876,2,4,15,15,15
89876,3,4,3,0,0
89876,4,4,3,3,3
89876,5,99,,,
89876,6,99,,,
89880,1,1,12,12,12
89880,2,1,9,9,9
89880,3,1,12,12,12
89880,4,1,9,9,9
89880,5,99,,,
89880,6,99,,,
89889,1,2,6,6,9
89889,2,2,12,12,12
89889,3,2,9,6,9
89889,4,2,9,9,9
89889,5,2,9,9,9
89889,6,99,,,
89891,1,4,9,9,12
89891,2,4,3,3,3
89891,3,4,6,6,9
89891,4,4,3,3,3
89891,5,4,15,15,15
89891,6,99,,,
89892,1,4,6,6,6
89892,2,4,15,15,15
89892,3,4,12,12,12
89892,4,4,12,12,12
89892,5,4,12,12,12
89892,6,99,,,
89895,1,2,12,12,12
89895,2,2,15,15,15
89895,3,2,12,12,12
89895,4,99,,,
89895,5,99,,,
89895,6,99,,,
89902,1,3,18,18,18
89902,2,3,18,15,18
89902,3,3,18,18,18
89902,4,101,,,
89902,5,101,,,
89902,6,101,,,
89904,1,1,6,6,6
89904,2,1,9,9,9
89904,3,1,9,9,9
89904,4,1,12,12,12
89904,5,1,12,12,15
89904,6,99,,,
89910,1,1,15,15,15
89910,2,100,,,
89910,3,100,,,
89910,4,100,,,
89910,5,100,,,
89910,6,100,,,
89916,1,3,9,9,12
89916,2,3,9,9,9
89916,3,3,12,12,15
89916,4,2,15,15,18
89916,5,2,15,15,18
89916,6,101,,,
89919,1,3,15,15,15
89919,2,3,15,15,18
89919,3,3,12,9,12
89919,4,3,15,15,15
89919,5,3,12,9,9
89919,6,100,,,
89922,1,2,6,6,6
89922,2,2,6,6,6
89922,3,2,15,15,15
89922,4,2,15,15,15
89922,5,2,3,3,3
89922,6,99,,,
89924,1,2,6,3,6
89924,2,2,9,9,9
89924,3,2,3,0,0
89924,4,2,6,6,6
89924,5,100,,,
89924,6,100,,,
89935,1,4,18,18,18
89935,2,4,18,18,18
89935,3,4,18,18,18
89935,4,101,,,
89935,5,101,,,
89935,6,101,,,
89940,1,2,3,3,3
89940,2,2,12,12,12
89940,3,2,12,12,12
89940,4,2,6,6,6
89940,5,2,3,3,3
89940,6,2,6,6,6
89941,1,4,12,12,12
89941,2,4,12,12,12
89941,3,4,9,9,9
89941,4,4,6,6,9
89941,5,4,3,3,3
89941,6,100,,,
89942,1,4,6,6,6
89942,2,4,12,12,12
89942,3,4,6,6,6
89942,4,4,9,9,9
89942,5,4,9,9,9
89942,6,99,,,
89952,1,2,12,12,12
89952,2,2,15,9,9
89952,3,2,12,12,12
89952,4,2,12,12,12
89952,5,2,15,15,18
89952,6,101,,,
89954,1,2,15,12,15
89954,2,2,12,12,12
89954,3,2,6,6,6
89954,4,2,3,3,3
89954,5,2,3,3,3
89954,6,99,,,
89958,1,1,12,12,12
89958,2,99,,,
89958,3,99,,,
89958,4,99,,,
89958,5,99,,,
89958,6,99,,,
89964,1,2,18,18,21
89964,2,101,,,
89964,3,101,,,
89964,4,101,,,
89964,5,101,,,
89964,6,101,,,
89969,1,3,3,3,3
89969,2,3,3,3,3
89969,3,99,,,
89969,4,99,,,
89969,5,99,,,
89969,6,99,,,
89976,1,3,15,15,15
89976,2,3,15,15,15
89976,3,3,12,12,12
89976,4,2,15,15,18
89976,5,2,9,9,9
89976,6,99,,,
89982,1,4,12,12,12
89982,2,4,6,6,6
89982,3,4,3,3,3
89982,4,4,12,12,12
89982,5,99,,,
89982,6,99,,,
89987,1,1,12,9,9
89987,2,1,12,12,12
89987,3,1,12,12,12
89987,4,1,6,6,6
89987,5,1,6,6,6
89987,6,99,,,
89991,1,4,12,12,12
89991,2,4,3,3,3
89991,3,4,12,12,12
89991,4,99,,,
89991,5,99,,,
89991,6,99,,,
90001,1,2,9,6,6
90001,2,2,12,12,12
90001,3,2,6,6,9
90001,4,2,6,6,6
90001,5,99,,,
90001,6,99,,,
90004,1,2,3,3,3
90004,2,2,9,9,9
90004,3,2,3,0,3
90004,4,2,6,6,9
90004,5,99,,,
90004,6,99,,,
90008,1,3,6,6,6
90008,2,3,6,6,6
90008,3,3,12,12,12
90008,4,3,9,9,9
90008,5,4,15,15,15
90008,6,100,,,
90009,1,4,6,6,6
90009,2,4,6,6,6
90009,3,4,6,6,6
90009,4,100,,,
90009,5,100,,,
90009,6,100,,,
90022,1,2,6,6,6
90022,2,2,6,6,6
90022,3,2,12,12,12
90022,4,2,3,3,3
90022,5,99,,,
90022,6,99,,,
90023,1,4,12,12,12
90023,2,4,9,9,9
90023,3,4,15,15,18
90023,4,4,12,12,12
90023,5,4,3,3,3
90023,6,99,,,
90028,1,4,3,3,3
90028,2,4,3,3,3
90028,3,4,3,3,6
90028,4,4,12,12,12
90028,5,4,3,3,3
90028,6,99,,,
90038,1,1,15,15,15
90038,2,1,9,9,12
90038,3,1,15,12,12
90038,4,99,,,
90038,5,99,,,
90038,6,99,,,
90040,1,1,3,3,3
90040,2,1,15,15,15
90040,3,1,12,12,12
90040,4,1,9,9,9
90040,5,100,,,
90040,6,100,,,
90051,1,2,18,15,15
90051,2,2,18,15,15
90051,3,2,18,18,18
90051,4,101,,,
90051,5,101,,,
90051,6,101,,,
90085,1,4,12,12,15
90085,2,4,12,12,12
90085,3,4,15,15,15
90085,4,4,6,6,9
90085,5,4,12,12,12
90085,6,99,,,
90088,1,2,15,15,18
90088,2,2,6,6,6
90088,3,2,3,3,3
90088,4,2,9,9,9
90088,5,2,12,12,12
90088,6,99,,,
90089,1,2,6,6,6
90089,2,99,,,
90089,3,99,,,
90089,4,99,,,
90089,5,99,,,
90089,6,99,,,
90090,1,3,6,6,6
90090,2,3,9,6,6
90090,3,3,6,6,6
90090,4,2,12,12,12
90090,5,2,3,3,3
90090,6,2,9,9,9
90091,1,4,9,6,9
90091,2,4,6,6,6
90091,3,4,6,6,6
90091,4,4,12,12,15
90091,5,4,3,3,3
90091,6,4,12,12,12
90093,1,4,9,9,9
90093,2,4,12,9,9
90093,3,4,3,3,3
90093,4,4,3,3,3
90093,5,99,,,
90093,6,99,,,
90097,1,3,12,12,12
90097,2,3,12,12,12
90097,3,3,6,6,6
90097,4,99,,,
90097,5,99,,,
90097,6,99,,,
90102,1,1,9,9,12
90102,2,1,15,15,15
90102,3,1,3,3,6
90102,4,1,12,12,15
90102,5,1,12,12,12
90102,6,99,,,
90110,1,4,15,15,15
90110,2,4,6,6,6
90110,3,4,12,12,12
90110,4,4,6,6,6
90110,5,99,,,
90110,6,99,,,
90111,1,2,3,3,3
90111,2,2,6,6,9
90111,3,2,15,15,15
90111,4,100,,,
90111,5,100,,,
90111,6,100,,,
90112,1,4,15,15,15
90112,2,4,15,15,15
90112,3,4,15,15,15
90112,4,4,3,3,3
90112,5,4,9,9,9
90112,6,4,15,15,15
90128,1,4,3,0,0
90128,2,4,9,9,9
90128,3,99,,,
90128,4,99,,,
90128,5,99,,,
90128,6,99,,,
90131,1,2,9,9,9
90131,2,2,12,12,15
90131,3,2,12,12,12
90131,4,99,,,
90131,5,99,,,
90131,6,99,,,
90140,1,1,15,15,15
90140,2,1,3,3,6
90140,3,1,9,9,9
90140,4,100,,,
90140,5,100,,,
90140,6,100,,,
90145,1,2,6,6,6
90145,2,2,6,6,6
90145,3,2,12,12,12
90145,4,2,3,3,3
90145,5,99,,,
90145,6,99,,,
90147,1,2,6,6,9
90147,2,2,3,3,3
90147,3,2,3,3,3
90147,4,2,3,3,6
90147,5,99,,,
90147,6,99,,,
90149,1,1,3,3,6
90149,2,1,12,12,12
90149,3,1,6,6,6
90149,4,99,,,
90149,5,99,,,
90149,6,99,,,
90155,1,3,3,3,6
90155,2,3,12,12,15
90155,3,99,,,
90155,4,99,,,
90155,5,99,,,
90155,6,99,,,
90156,1,2,15,15,15
90156,2,2,12,12,12
90156,3,2,6,6,6
90156,4,100,,,
90156,5,100,,,
90156,6,100,,,
90157,1,3,15,12,12
90157,2,3,12,12,12
90157,3,3,15,15,15
90157,4,3,9,9,9
90157,5,3,15,15,15
90157,6,101,,,
90158,1,1,3,3,3
90158,2,1,3,3,3
90158,3,1,12,12,12
90158,4,1,15,15,15
90158,5,1,3,3,6
90158,6,100,,,
90162,1,4,15,15,15
90162,2,4,9,9,9
90162,3,99,,,
90162,4,99,,,
90162,5,99,,,
90162,6,99,,,
90170,1,3,9,9,9
90170,2,3,6,3,3
90170,3,3,6,6,6
90170,4,3,9,9,9
90170,5,3,9,9,12
90170,6,99,,,
90171,1,4,6,6,6
90171,2,99,,,
90171,3,99,,,
90171,4,99,,,
90171,5,99,,,
90171,6,99,,,
90174,1,4,12,12,12
90174,2,4,18,15,15
90174,3,4,15,15,15
90174,4,4,12,12,12
90174,5,4,12,12,12
90174,6,101,,,
90179,1,4,12,12,12
90179,2,4,12,12,12
90179,3,100,,,
90179,4,100,,,
90179,5,100,,,
90179,6,100,,,
90180,1,2,3,3,3
90180,2,2,9,9,12
90180,3,2,9,6,6
90180,4,2,3,3,3
90180,5,2,12,12,15
90180,6,100,,,
90183,1,4,12,12,12
90183,2,4,12,12,12
90183,3,4,15,15,15
90183,4,4,6,6,6
90183,5,4,9,9,9
90183,6,4,15,15,15
90190,1,4,15,15,15
90190,2,4,6,6,9
90190,3,4,15,15,15
90190,4,4,12,12,12
90190,5,99,,,
90190,6,99,,,
90202,1,1,3,3,3
90202,2,1,9,9,9
90202,3,100,,,
90202,4,100,,,
90202,5,100,,,
90202,6,100,,,
90203,1,1,12,9,9
90203,2,1,6,6,6
90203,3,1,9,9,9
90203,4,1,9,9,9
90203,5,1,6,6,6
90203,6,100,,,
90206,1,1,12,12,15
90206,2,1,12,12,12
90206,3,1,15,15,15
90206,4,1,15,15,15
90206,5,1,12,12,12
90206,6,99,,,
90215,1,1,15,15,15
90215,2,1,12,12,15
90215,3,1,6,6,6
90215,4,1,12,12,12
90215,5,100,,,
90215,6,100,,,
90218,1,2,18,18,18
90218,2,2,18,18,18
90218,3,101,,,
90218,4,101,,,
90218,5,101,,,
90218,6,101,,,
90222,1,2,6,6,6
90222,2,99,,,
90222,3,99,,,
90222,4,99,,,
90222,5,99,,,
90222,6,99,,,
90224,1,4,3,3,6
90224,2,99,,,
90224,3,99,,,
90224,4,99,,,
90224,5,99,,,
90224,6,99,,,
90225,1,2,12,12,12
90225,2,2,12,12,12
90225,3,2,6,6,6
90225,4,2,6,6,6
90225,5,99,,,
90225,6,99,,,
90229,1,2,3,3,3
90229,2,2,3,0,3
90229,3,2,15,15,15
90229,4,2,15,15,15
90229,5,99,,,
90229,6,99,,,
90233,1,3,18,18,18
90233,2,3,15,15,15
90233,3,3,18,18,18
90233,4,3,15,15,15
90233,5,101,,,
90233,6,101,,,
90234,1,4,18,18,18
90234,2,4,18,18,18
90234,3,4,18,18,18
90234,4,101,,,
90234,5,101,,,
90234,6,101,,,
90237,1,4,12,9,9
90237,2,100,,,
90237,3,100,,,
90237,4,100,,,
90237,5,100,,,
90237,6,100,,,
90243,1,1,9,9,9
90243,2,1,6,6,6
90243,3,1,6,6,6
90243,4,1,12,12,12
90243,5,1,15,15,15
90243,6,99,,,
90248,1,3,3,3,3
90248,2,3,12,12,12
90248,3,99,,,
90248,4,99,,,
90248,5,99,,,
90248,6,99,,,
90263,1,2,6,6,6
90263,2,2,15,12,12
90263,3,2,6,6,6
90263,4,2,15,15,15
90263,5,99,,,
90263,6,99,,,
90265,1,3,15,9,9
90265,2,3,12,9,9
90265,3,3,9,9,9
90265,4,3,15,15,15
90265,5,3,9,3,3
90265,6,101,,,
90268,1,3,3,3,6
90268,2,3,15,15,15
90268,3,3,9,9,9
90268,4,2,3,3,3
90268,5,2,12,12,12
90268,6,99,,,
90269,1,3,3,3,3
90269,2,3,12,12,12
90269,3,3,9,9,9
90269,4,2,15,15,15
90269,5,2,6,6,6
90269,6,99,,,
90272,1,3,3,3,6
90272,2,3,15,15,15
90272,3,3,6,6,6
90272,4,99,,,
90272,5,99,,,
90272,6,99,,,
90277,1,4,6,3,3
90277,2,99,,,
90277,3,99,,,
90277,4,99,,,
90277,5,99,,,
90277,6,99,,,
90282,1,4,15,15,15
90282,2,4,6,6,6
90282,3,4,15,15,15
90282,4,99,,,
90282,5,99,,,
